,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
baseline[257],1.02426,0.00160548,0.442372,0.249381,1.05641,1.69511,75921.6,4.96691,0.999971
baseline[258],0.108118,0.00241338,0.649492,-1.05074,0.171493,1.05968,72426.0,4.73822,0.999984
baseline[259],-0.541249,0.00337147,0.856688,-2.10387,-0.447434,0.686316,64566.5,4.22404,1.00001
baseline[260],0.0989131,0.00238591,0.644557,-1.05379,0.15962,1.0459,72981.7,4.77458,1.0
baseline[261],0.4103,0.00207309,0.563256,-0.591997,0.457411,1.24911,73820.2,4.82943,0.999999
baseline[262],-1.47652,0.006258,1.29672,-3.87851,-1.27455,0.236642,42936.0,2.80894,1.00006
baseline[263],-1.47973,0.00609298,1.2886,-3.87145,-1.28289,0.240825,44728.0,2.92617,1.00006
baseline[264],-0.536989,0.00347527,0.850764,-2.06481,-0.447885,0.694532,59929.6,3.92069,0.999936
baseline[265],0.86873,0.00188784,0.492934,0.000429513,0.908705,1.60742,68178.6,4.46035,0.999943
baseline[266],0.0981866,0.00248188,0.65634,-1.0694,0.157852,1.06157,69935.1,4.57526,0.999956
baseline[267],-0.105705,0.00273014,0.711237,-1.37665,-0.0358319,0.93968,67867.2,4.43998,0.999949
baseline[268],-0.543514,0.00353224,0.853829,-2.08691,-0.458117,0.680398,58430.6,3.82262,0.999994
baseline[269],-0.10492,0.00274438,0.707128,-1.37112,-0.0380266,0.928934,66390.8,4.34339,0.999979
baseline[270],-0.104728,0.00277234,0.708966,-1.38083,-0.0380663,0.936859,65396.9,4.27837,1.0
baseline[271],-1.47765,0.00595168,1.30011,-3.91143,-1.27488,0.244258,47718.0,3.12178,1.00017
baseline[272],-0.537501,0.0034039,0.84909,-2.07492,-0.443683,0.685063,62223.6,4.07076,0.999969
baseline[273],-13.5641,0.0491157,9.37358,-31.6812,-11.6082,-2.12877,36422.6,2.38282,1.00002
baseline[274],1.1145,0.00133401,0.400266,0.416825,1.14041,1.72765,90028.8,5.88982,0.999929
baseline[275],0.667017,0.00198635,0.530634,-0.274968,0.707933,1.46205,71363.6,4.66872,1.00001
baseline[276],0.105403,0.00245484,0.648097,-1.0486,0.168869,1.05401,69699.9,4.55988,1.00003
baseline[277],-13.659,0.0486675,9.36133,-31.6975,-11.7515,-2.14871,36999.6,2.42057,1.00002
baseline[278],-0.542085,0.00339712,0.849495,-2.07429,-0.448468,0.681767,62531.7,4.09092,1.00002
baseline[279],0.728417,0.00174193,0.485161,-0.127391,0.765288,1.4619,77572.7,5.07493,0.999955
baseline[280],-0.546464,0.00350379,0.857219,-2.08502,-0.453871,0.685744,59856.0,3.91587,1.00001
baseline[281],-0.100477,0.0027701,0.699388,-1.34936,-0.036663,0.928408,63745.1,4.1703,0.999985
baseline[282],-13.7083,0.0501058,9.4827,-31.937,-11.7601,-2.12681,35816.9,2.3432,0.999974
baseline[283],-0.0953454,0.00270582,0.698565,-1.33649,-0.0312929,0.928633,66652.3,4.3605,1.00002
baseline[284],-13.6071,0.0491832,9.4083,-31.7323,-11.6563,-2.14575,36592.3,2.39392,1.00005
baseline[285],-1.47104,0.00582046,1.29755,-3.87774,-1.27432,0.256699,49697.3,3.25128,1.00011
baseline[286],-0.101436,0.00278314,0.704197,-1.35918,-0.0385644,0.937246,64020.6,4.18833,0.999968
baseline[287],0.726578,0.00169525,0.484512,-0.128129,0.761732,1.45787,81685.0,5.34396,0.999994
baseline[288],0.621665,0.00183285,0.515864,-0.286873,0.664379,1.39614,79216.6,5.18248,0.999942
baseline[289],-1.48767,0.00614373,1.30743,-3.91643,-1.28388,0.249392,45286.7,2.96273,1.00012
baseline[290],-0.541954,0.00344822,0.854405,-2.07563,-0.450164,0.687146,61395.7,4.0166,1.00003
baseline[291],0.78589,0.0016714,0.47959,-0.059158,0.824589,1.50771,82334.1,5.38643,0.999965
baseline[292],-0.536532,0.0034306,0.849736,-2.05614,-0.446499,0.680194,61351.7,4.01372,0.999975
baseline[293],0.174554,0.00240265,0.630577,-0.95245,0.228604,1.11462,68880.4,4.50627,1.00001
baseline[294],-0.103072,0.00266053,0.707131,-1.36436,-0.0361754,0.934557,70642.1,4.62151,0.999996
baseline[295],0.624376,0.00186059,0.508886,-0.281719,0.664718,1.38647,74806.5,4.89396,1.00004
baseline[296],0.182915,0.00236586,0.627915,-0.937819,0.234326,1.11485,70440.5,4.60833,0.999984
baseline[297],0.384555,0.00217208,0.583112,-0.649832,0.43083,1.26136,72069.6,4.7149,0.999998
baseline[298],-13.6896,0.0495692,9.44844,-31.8951,-11.7549,-2.12016,36332.6,2.37694,1.00007
baseline[299],0.779131,0.00190746,0.507396,-0.119363,0.817891,1.54302,70759.6,4.6292,0.999963
baseline[300],-1.48494,0.00630623,1.30268,-3.90427,-1.2877,0.249339,42671.1,2.79161,1.00011
baseline[301],0.785789,0.00173415,0.482242,-0.0664149,0.820681,1.51408,77331.2,5.05913,0.999956
baseline[302],-1.48049,0.00590321,1.29604,-3.87445,-1.28225,0.245562,48201.5,3.15342,0.999992
baseline[303],0.108199,0.00241962,0.643892,-1.03712,0.167849,1.04824,70816.3,4.63291,0.999953
baseline[304],-0.544627,0.00362444,0.86221,-2.09819,-0.454562,0.682807,56590.6,3.70224,0.999971
baseline[305],0.178625,0.00235381,0.626811,-0.938359,0.231211,1.11137,70913.8,4.63929,1.00005
baseline[306],0.179018,0.00243791,0.628592,-0.944395,0.230747,1.11174,66481.6,4.34933,0.999973
baseline[307],-0.101239,0.00272159,0.701516,-1.34961,-0.0405146,0.932204,66440.0,4.34661,1.00001
baseline[308],-1.47732,0.00607444,1.29119,-3.86408,-1.28117,0.240626,45182.3,2.9559,1.00003
baseline[309],0.105948,0.00249733,0.651257,-1.05752,0.166372,1.05851,68006.9,4.44912,0.999953
baseline[310],-0.546414,0.00339951,0.859814,-2.09323,-0.453802,0.68376,63969.9,4.18501,1.00005
baseline[311],0.725497,0.00178093,0.486201,-0.127482,0.762671,1.45714,74531.4,4.87596,0.999994
baseline[312],-0.399611,0.00337542,0.824933,-1.88806,-0.307478,0.77338,59728.3,3.90752,0.999989
baseline[313],-1.47586,0.00585787,1.30603,-3.90229,-1.26952,0.266611,49707.8,3.25196,0.999956
baseline[314],-1.47399,0.00599311,1.29114,-3.86815,-1.27102,0.238228,46413.4,3.03644,1.00004
baseline[315],0.104491,0.0025112,0.652309,-1.06069,0.163308,1.0576,67475.4,4.41435,0.99997
baseline[316],-0.541124,0.00338825,0.858826,-2.08471,-0.44332,0.678008,64248.2,4.20322,1.00001
baseline[317],0.626334,0.00191175,0.518712,-0.29284,0.667716,1.40392,73619.2,4.81628,1.00001
baseline[318],-0.39653,0.00331206,0.821115,-1.87739,-0.303833,0.766311,61462.8,4.02099,0.999928
baseline[319],0.478981,0.00203259,0.541236,-0.476574,0.523203,1.28608,70904.7,4.6387,0.999962
baseline[320],0.105555,0.0024689,0.651214,-1.06308,0.166565,1.05677,69573.1,4.55158,1.00001
baseline[321],-0.540715,0.00337308,0.853298,-2.0961,-0.440831,0.676531,63995.3,4.18667,1.00005
baseline[322],-13.7414,0.0506081,9.42113,-31.7759,-11.8123,-2.17723,34655.0,2.26718,1.00001
baseline[323],0.101772,0.00257973,0.642556,-1.04327,0.158708,1.04057,62040.2,4.05876,0.99999
baseline[324],0.382225,0.00218293,0.583587,-0.652185,0.427876,1.25231,71471.1,4.67575,0.999999
baseline[325],0.0996857,0.00242186,0.649608,-1.05645,0.160502,1.04651,71945.6,4.70679,0.999976
baseline[326],-0.100116,0.00268244,0.705843,-1.35726,-0.036364,0.941156,69239.7,4.52977,0.999937
baseline[327],0.786739,0.0017538,0.481378,-0.0611779,0.821609,1.51416,75338.1,4.92873,0.999948
baseline[328],-1.48227,0.00605086,1.30414,-3.91045,-1.27873,0.249073,46452.9,3.03902,0.999956
baseline[329],-1.47685,0.00579296,1.29015,-3.88619,-1.28115,0.235259,49599.9,3.2449,1.00015
baseline[330],-0.398259,0.00324933,0.821842,-1.88369,-0.307152,0.772988,63972.0,4.18515,0.999945
baseline[331],0.407209,0.00218084,0.570214,-0.604864,0.455128,1.25152,68364.0,4.47248,0.999997
baseline[332],-0.100358,0.00267636,0.705375,-1.3507,-0.0360875,0.93198,69462.5,4.54434,0.999969
baseline[333],-13.6918,0.0490374,9.41209,-31.8871,-11.7996,-2.13195,36839.8,2.41012,1.0001
baseline[334],-0.541926,0.00339243,0.84993,-2.06454,-0.452237,0.684112,62768.9,4.10644,0.999988
baseline[335],0.665913,0.00198998,0.5307,-0.274225,0.706271,1.46233,71121.1,4.65285,0.999974
baseline[336],-13.6652,0.0511719,9.44996,-31.903,-11.6989,-2.15744,34103.4,2.2311,0.99996
baseline[337],0.536185,0.00211576,0.55301,-0.441893,0.579667,1.36563,68317.5,4.46944,1.0
baseline[338],-1.47429,0.00582633,1.29217,-3.88457,-1.27733,0.254318,49186.7,3.21787,0.99998
baseline[339],-0.398805,0.00341585,0.820372,-1.88312,-0.3008,0.761702,57679.7,3.7735,1.00003
baseline[340],-0.401078,0.00347132,0.827668,-1.89619,-0.30206,0.768753,56849.0,3.71915,0.999988
baseline[341],0.472982,0.00198155,0.545854,-0.502252,0.516289,1.2849,75882.7,4.96437,0.99999
baseline[342],0.179562,0.00238928,0.630413,-0.941644,0.235222,1.11503,69617.5,4.55449,1.00003
baseline[343],0.103407,0.0024103,0.647424,-1.04553,0.164475,1.0513,72150.2,4.72018,0.999953
baseline[344],0.180585,0.00235758,0.628799,-0.939931,0.234144,1.11808,71136.1,4.65384,0.999952
baseline[345],0.723073,0.00182009,0.490186,-0.145009,0.760534,1.45707,72533.0,4.74522,1.00001
baseline[346],0.406747,0.00209169,0.564964,-0.599612,0.453344,1.25074,72953.5,4.77273,0.999966
baseline[347],0.725322,0.00175732,0.485847,-0.134154,0.763082,1.45614,76436.2,5.00057,0.999943
baseline[348],-1.4798,0.00614752,1.29413,-3.88938,-1.28239,0.236763,44315.4,2.89918,0.999972
baseline[349],0.176803,0.00241385,0.631537,-0.933852,0.225322,1.11534,68450.3,4.47813,0.999992
baseline[350],-1.48212,0.00608508,1.30733,-3.89497,-1.28451,0.246317,46157.3,3.01968,0.99997
baseline[351],0.725118,0.00170182,0.480891,-0.119912,0.760121,1.45222,79848.8,5.22383,0.999984
baseline[352],0.103924,0.00239052,0.64373,-1.04852,0.160702,1.04814,72514.2,4.74399,1.00001
baseline[353],0.407311,0.00213465,0.569342,-0.608375,0.45701,1.2527,71136.3,4.65385,0.999948
baseline[354],-13.6807,0.0501188,9.44495,-31.8699,-11.7668,-2.14635,35513.9,2.32337,0.999988
baseline[355],-0.543784,0.00349979,0.853024,-2.08073,-0.44739,0.670498,59407.2,3.88651,1.00001
baseline[356],0.180254,0.00237138,0.632225,-0.935563,0.235437,1.11581,71078.8,4.65008,1.00007
baseline[357],0.407248,0.00209624,0.568827,-0.607468,0.456555,1.25742,73634.2,4.81726,1.00007
baseline[358],-1.49049,0.00616142,1.31847,-3.95477,-1.28551,0.245698,45791.2,2.99573,1.00002
baseline[359],-0.394393,0.00331947,0.814402,-1.85907,-0.299971,0.7666,60192.2,3.93787,0.999952
baseline[360],0.404816,0.0020746,0.56766,-0.592755,0.450049,1.25073,74870.2,4.89812,0.999951
baseline[361],0.62106,0.00191142,0.519491,-0.295833,0.663007,1.40262,73866.3,4.83245,0.999931
baseline[362],0.474427,0.00203562,0.547723,-0.498682,0.523265,1.28402,72398.1,4.7364,0.999999
baseline[363],-0.539361,0.00351328,0.854615,-2.08866,-0.439781,0.680436,59172.0,3.87112,0.999972
baseline[364],0.104572,0.00241387,0.649315,-1.05093,0.168196,1.05708,72357.3,4.73372,0.999922
baseline[365],-1.47853,0.0063454,1.30581,-3.89572,-1.27191,0.249217,42349.1,2.77054,1.00004
baseline[366],0.0982322,0.00244743,0.651652,-1.05955,0.157511,1.05102,70893.9,4.63799,1.00003
baseline[367],-13.6737,0.0496965,9.39526,-31.7953,-11.7772,-2.15034,35741.0,2.33823,0.999996
baseline[368],-1.48238,0.00594788,1.29946,-3.89886,-1.27795,0.248121,47731.4,3.12267,0.999981
baseline[369],-0.543582,0.00346221,0.861746,-2.10224,-0.449143,0.694113,61951.3,4.05295,0.999988
baseline[370],-1.47395,0.00582825,1.2802,-3.86279,-1.27705,0.235401,48247.8,3.15645,0.999961
baseline[371],0.478285,0.00201006,0.541222,-0.483166,0.522932,1.28253,72498.7,4.74298,0.999988
baseline[372],0.41012,0.00201592,0.565541,-0.598846,0.458063,1.25178,78701.6,5.14878,0.999984
baseline[373],0.909248,0.00160332,0.446125,0.130004,0.941604,1.58694,77422.9,5.06513,0.999956
baseline[374],0.537976,0.00211618,0.549919,-0.433885,0.582185,1.36482,67529.4,4.41788,0.999934
baseline[375],0.380573,0.00224104,0.584303,-0.653484,0.42877,1.25484,67979.1,4.4473,0.999976
baseline[376],-0.545164,0.00347391,0.85997,-2.10373,-0.450436,0.678649,61281.4,4.00912,0.999994
baseline[377],-0.537599,0.00348692,0.851793,-2.07444,-0.441783,0.681904,59674.0,3.90396,0.99995
baseline[378],-1.48605,0.00627872,1.3151,-3.92274,-1.27943,0.258608,43870.9,2.8701,0.999977
baseline[379],-1.48182,0.00587793,1.29487,-3.88656,-1.27773,0.243566,48529.3,3.17486,0.999998
baseline[380],-0.544337,0.00348341,0.858884,-2.10223,-0.446786,0.680822,60794.1,3.97724,1.00006
baseline[381],0.666288,0.00198286,0.529788,-0.270214,0.708071,1.46768,71387.4,4.67027,1.0
baseline[382],-1.4748,0.00617234,1.30327,-3.89079,-1.27625,0.252287,44582.6,2.91667,0.99996
baseline[383],-0.394433,0.00321863,0.820059,-1.88376,-0.295476,0.765438,64915.5,4.24687,0.999942
baseline[384],0.620093,0.00194118,0.518269,-0.295285,0.660086,1.39786,71282.1,4.66338,0.999973
baseline[385],-1.48316,0.00627816,1.30927,-3.92498,-1.27791,0.251949,43490.3,2.8452,1.00001
baseline[386],-0.391918,0.00321835,0.818357,-1.86953,-0.296883,0.772071,64657.6,4.23,1.0
baseline[387],-0.542787,0.00342984,0.85692,-2.08744,-0.446822,0.689553,62421.5,4.08371,0.999967
baseline[388],0.0991541,0.00249023,0.655312,-1.06904,0.164104,1.05411,69249.6,4.53041,0.999972
baseline[389],-0.541517,0.00340207,0.856388,-2.09002,-0.45056,0.685087,63365.7,4.14548,1.0
baseline[390],0.476701,0.00193527,0.543463,-0.484641,0.52224,1.28684,78860.1,5.15915,0.99999
baseline[391],-0.398176,0.0032661,0.817757,-1.87557,-0.307949,0.768968,62688.5,4.10118,1.00002
baseline[392],0.179641,0.00239434,0.629196,-0.935195,0.235304,1.11734,69055.9,4.51774,0.999957
baseline[393],-0.395776,0.00328732,0.818075,-1.87426,-0.30206,0.768055,61930.3,4.05158,0.999994
baseline[394],-0.541538,0.00345006,0.857341,-2.0876,-0.447799,0.68523,61752.3,4.03993,0.999978
baseline[395],-1.47886,0.00592881,1.29863,-3.91496,-1.27961,0.234797,47977.7,3.13877,1.0
baseline[396],-0.3937,0.0032137,0.818527,-1.88417,-0.297753,0.77505,64871.7,4.24401,0.999964
baseline[397],-1.48124,0.0062345,1.30508,-3.89156,-1.27464,0.240511,43820.2,2.86678,0.999979
baseline[398],-1.48394,0.00616553,1.30281,-3.91487,-1.28463,0.245626,44649.8,2.92106,1.00001
baseline[399],-1.47209,0.00590107,1.2914,-3.89184,-1.27105,0.251162,47891.6,3.13314,0.999951
baseline[400],0.724811,0.00172489,0.48567,-0.131791,0.763895,1.45111,79279.0,5.18655,0.999955
baseline[401],-13.672,0.0514365,9.4135,-31.8624,-11.7372,-2.16341,33493.4,2.19119,1.00006
baseline[402],-1.4792,0.00618917,1.29531,-3.8896,-1.28298,0.250876,43800.7,2.86551,0.999944
baseline[403],-1.48239,0.00610853,1.30993,-3.9045,-1.27748,0.254244,45985.8,3.00846,1.00004
baseline[404],-0.395359,0.00327631,0.81594,-1.88034,-0.302302,0.766238,62022.3,4.05759,1.00011
baseline[405],-13.7646,0.0501874,9.48538,-32.0172,-11.8535,-2.14596,35720.7,2.3369,1.00014
baseline[406],-0.542255,0.00340948,0.854624,-2.09196,-0.44956,0.671393,62830.8,4.11049,1.00015
baseline[407],-13.6819,0.0500898,9.44685,-31.7762,-11.6979,-2.16674,35569.3,2.327,1.00007
baseline[408],-13.6355,0.0500472,9.36311,-31.6194,-11.7207,-2.14638,35001.0,2.28982,1.00015
baseline[409],-13.764,0.0505614,9.55061,-32.19,-11.7668,-2.10219,35679.9,2.33424,1.00009
baseline[410],-13.6687,0.050562,9.4171,-31.6791,-11.7486,-2.11855,34688.5,2.26938,1.00013
baseline[411],0.723867,0.001796,0.482302,-0.126834,0.759789,1.44901,72115.1,4.71788,0.999981
baseline[412],-0.396106,0.00334029,0.815054,-1.87717,-0.300717,0.762511,59539.4,3.89516,1.00005
baseline[413],-0.536197,0.00337076,0.848964,-2.06251,-0.44406,0.682402,63434.2,4.14996,0.999987
baseline[414],0.180466,0.00240154,0.631853,-0.933622,0.231525,1.11634,69223.5,4.52871,0.999963
baseline[415],-0.541775,0.00345183,0.857524,-2.08409,-0.446454,0.676197,61715.4,4.03752,1.00004
baseline[416],-0.546452,0.0035444,0.860434,-2.10039,-0.451313,0.679426,58931.7,3.8554,0.999966
baseline[417],-1.47722,0.00581374,1.28994,-3.88275,-1.27612,0.24671,49230.2,3.22071,1.00001
baseline[418],-1.48167,0.00608826,1.30193,-3.9206,-1.27539,0.242567,45728.4,2.99162,1.00003
baseline[419],-0.100072,0.00274642,0.704426,-1.36071,-0.0361597,0.929365,65786.2,4.30384,1.00001
baseline[420],-0.10066,0.00268457,0.704332,-1.37345,-0.0327866,0.934795,68834.5,4.50326,0.999939
baseline[421],0.623105,0.00184723,0.511333,-0.282944,0.661822,1.38771,76623.9,5.01285,0.99999
baseline[422],-1.47787,0.00590648,1.29314,-3.88946,-1.27659,0.244248,47932.9,3.13585,1.00017
baseline[423],-1.48059,0.00607129,1.30246,-3.87705,-1.28159,0.24081,46022.4,3.01086,1.00002
baseline[424],-13.766,0.0504655,9.49636,-32.0752,-11.8322,-2.11744,35409.9,2.31657,1.00009
baseline[425],-13.5751,0.0488846,9.38304,-31.6497,-11.5977,-2.16071,36842.0,2.41026,1.0003
baseline[426],-0.544143,0.00347853,0.858298,-2.12313,-0.449646,0.683652,60881.5,3.98296,1.00017
baseline[427],-0.545587,0.00348229,0.862323,-2.10242,-0.448277,0.684145,61321.3,4.01173,0.999983
baseline[428],-1.48272,0.00628611,1.31114,-3.91772,-1.27223,0.258979,43504.5,2.84613,1.00002
baseline[429],-0.104547,0.00274808,0.712404,-1.3782,-0.0342617,0.937927,67204.1,4.3966,1.00007
baseline[430],0.405924,0.00218842,0.568373,-0.606861,0.457708,1.24938,67453.4,4.4129,0.999971
baseline[431],-0.400176,0.00331286,0.814302,-1.8658,-0.311126,0.764944,60417.8,3.95262,1.00007
baseline[432],-1.46992,0.00601113,1.28219,-3.84079,-1.27567,0.236851,45498.0,2.97655,0.99995
baseline[433],-1.47775,0.00617958,1.30739,-3.88634,-1.27702,0.247647,44760.0,2.92827,1.00001
baseline[434],0.723259,0.00173968,0.48592,-0.133091,0.758666,1.45346,78017.2,5.10401,0.999944
baseline[435],0.100607,0.00242885,0.652811,-1.06749,0.163277,1.05666,72239.4,4.72602,0.999995
baseline[436],-0.103446,0.00273421,0.711904,-1.3727,-0.035628,0.943774,67792.1,4.43507,0.999984
baseline[437],0.473211,0.00202516,0.546947,-0.497181,0.519524,1.28395,72941.2,4.77193,1.00002
baseline[438],0.407569,0.00214833,0.56644,-0.599882,0.455414,1.24574,69519.5,4.54807,1.00004
baseline[439],-1.4751,0.00599686,1.2856,-3.86004,-1.27367,0.233561,45958.5,3.00668,0.999938
baseline[440],0.908196,0.00159309,0.44792,0.122999,0.940545,1.5888,79052.9,5.17176,0.999942
baseline[441],-0.392917,0.00317567,0.814331,-1.86112,-0.302626,0.765254,65755.3,4.30182,0.999984
baseline[442],-1.48198,0.00597635,1.29848,-3.89475,-1.27709,0.247737,47206.3,3.08831,0.999971
baseline[443],0.539527,0.00206439,0.549776,-0.432656,0.582724,1.3661,70923.1,4.6399,1.00009
baseline[444],0.382738,0.00221556,0.585167,-0.653717,0.428997,1.26082,69758.0,4.56368,1.00002
baseline[445],0.103896,0.00245088,0.643679,-1.04612,0.164412,1.04346,68975.3,4.51247,1.00002
baseline[446],1.05056,0.00143908,0.419785,0.315492,1.07789,1.69016,85091.8,5.56684,0.999945
baseline[447],0.106733,0.00240598,0.646688,-1.05026,0.167395,1.04991,72244.9,4.72637,0.999997
baseline[448],-1.47247,0.00589604,1.29393,-3.87464,-1.27303,0.246056,48161.5,3.1508,0.999996
baseline[449],-0.542445,0.0033783,0.854341,-2.08896,-0.452765,0.682849,63953.9,4.18396,0.999966
baseline[450],0.866306,0.00193435,0.495924,-0.00849941,0.903656,1.61003,65729.7,4.30014,1.00004
baseline[451],-0.540632,0.00356299,0.855504,-2.08093,-0.446563,0.677,57652.1,3.77169,1.00003
baseline[452],-0.539915,0.00347472,0.858879,-2.09418,-0.445654,0.685616,61097.9,3.99712,1.0001
baseline[453],-0.393305,0.00321898,0.818184,-1.86496,-0.299093,0.767525,64605.0,4.22656,0.999994
baseline[454],-0.100147,0.00267026,0.700264,-1.35512,-0.0366062,0.930322,68772.7,4.49922,0.999967
baseline[455],-0.539165,0.00342525,0.852077,-2.07615,-0.445597,0.685695,61883.1,4.04849,1.00012
baseline[456],-0.103383,0.00278269,0.707868,-1.36264,-0.0362631,0.931829,64710.4,4.23345,0.999985
baseline[457],-1.48352,0.00606409,1.3026,-3.92001,-1.28338,0.240414,46141.4,3.01865,1.00003
baseline[458],1.05179,0.00150317,0.422069,0.313278,1.08066,1.69221,78840.4,5.15786,0.999944
baseline[459],0.102526,0.00249649,0.64582,-1.0498,0.165552,1.04918,66921.2,4.37809,1.00008
baseline[460],-1.48345,0.00609212,1.30027,-3.88602,-1.27971,0.255155,45554.2,2.98023,1.00002
baseline[461],1.20133,0.0017654,0.453025,0.402448,1.2377,1.88086,65850.4,4.30803,1.00001
baseline[462],1.14597,0.00171795,0.461966,0.32447,1.18133,1.83763,72310.4,4.73066,1.00007
baseline[463],-0.102352,0.00267472,0.709245,-1.37605,-0.0366,0.943625,70313.2,4.6,1.00005
baseline[464],-1.48755,0.00614968,1.30465,-3.93187,-1.2787,0.236543,45007.2,2.94444,1.00003
baseline[465],-0.390676,0.00326015,0.812068,-1.86475,-0.301401,0.762033,62045.5,4.05911,1.00003
baseline[466],-1.48614,0.00614706,1.31479,-3.94323,-1.28121,0.254152,45748.5,2.99294,1.00004
baseline[467],0.773018,0.00194166,0.512066,-0.130089,0.811033,1.54681,69551.0,4.55013,0.999921
baseline[468],1.02088,0.00188578,0.480159,0.172499,1.05921,1.7439,64832.0,4.24141,0.999977
baseline[469],1.11542,0.00158075,0.429865,0.352297,1.14705,1.76436,73949.9,4.83792,0.999945
baseline[470],1.26885,0.0012716,0.372636,0.616533,1.29112,1.84033,85875.7,5.61812,0.999993
baseline[471],-1.47558,0.00624904,1.29551,-3.86934,-1.27819,0.241689,42978.9,2.81175,1.00014
baseline[472],-1.48665,0.0059613,1.29925,-3.91111,-1.28214,0.242687,47501.2,3.1076,1.0
baseline[473],-0.396509,0.00334257,0.816161,-1.87977,-0.299155,0.760222,59619.6,3.90041,1.00003
baseline[474],-0.397345,0.00324856,0.821114,-1.87494,-0.304959,0.770035,63888.7,4.1797,0.999992
baseline[475],-1.47504,0.00604102,1.29404,-3.86507,-1.27783,0.256107,45885.7,3.00192,0.999987
baseline[476],-13.5881,0.048556,9.35711,-31.6384,-11.657,-2.16052,37136.2,2.42951,1.0001
baseline[477],-0.540734,0.00350221,0.853047,-2.09111,-0.443142,0.67486,59328.1,3.88134,0.999982
baseline[478],-0.542661,0.00356774,0.857505,-2.09152,-0.448402,0.685195,57767.9,3.77927,0.999975
baseline[479],0.41021,0.00207258,0.563748,-0.590517,0.457258,1.24906,73986.1,4.84028,0.999956
baseline[480],-13.6958,0.0503034,9.41576,-31.912,-11.7584,-2.16627,35036.1,2.29212,1.00009
